Account Length (Weeks),Messages,Day Mins,Eve Mins,Night Mins,Intl Mins,CustServ Calls,Int'l Plan,Message Plan,Day Calls,Day Charge,Eve Calls,Eve Charge,Night Calls,Night Charge,Intl Calls,Intl Charge,State,Area Code,Phone,Churn
23,0,190.2,166.4,219.8,15,6,0,0,89,32.33,108,14.14,73,9.89,4,4.05,CO,408,393-4400,0
127,25,82.2,163.3,264.9,5.1,0,0,1,95,13.97,109,13.88,104,11.92,6,1.38,NC,415,418-6363,0
42,32,163.8,177.8,190.4,8.1,0,0,1,80,27.85,123,15.11,106,8.57,5,2.19,NJ,415,406-9786,0
118,0,267.8,316.4,208.6,14.4,5,0,0,145,45.53,121,26.89,91,9.39,11,3.89,AR,415,402-3158,1
45,0,159.8,120.4,163,10.6,2,0,0,91,27.17,86,10.23,93,7.34,3,2.86,IA,510,332-7155,0
50,24,214.3,289.8,312.5,10.6,1,0,1,129,36.43,55,24.63,130,14.06,4,2.86,GA,408,377-0965,0
179,0,287.3,288,266,10.5,0,0,0,123,48.84,114,24.48,112,11.97,4,2.84,MO,510,355-1166,1
152,0,101.2,141.6,198.5,7.5,2,0,0,122,17.2,87,12.04,124,8.93,3,2.03,MO,408,404-0883,0
105,0,102.8,281.7,228.1,13.2,2,0,0,74,17.48,125,23.94,113,10.26,5,3.56,WY,415,373-5308,0
72,0,109.1,115.7,295.8,8.3,0,0,0,97,18.55,96,9.83,84,13.31,6,2.24,HI,415,410-3402,0
52,0,215.9,217,342.8,5.2,1,0,0,67,36.7,108,18.45,130,15.43,2,1.4,PA,408,410-7911,0
125,0,203.4,128.7,190.5,11,1,0,0,110,34.58,97,10.94,113,8.57,4,2.97,TX,415,365-7095,0
143,0,110.1,169,166.7,9.2,1,0,0,113,18.72,59,14.37,94,7.5,2,2.48,VA,510,387-3179,0
65,0,111,219.8,202,4.4,1,0,0,51,18.87,84,18.68,89,9.09,14,1.19,RI,415,385-6080,0
80,0,239.9,142.3,364.3,9.3,1,0,0,121,40.78,51,12.1,106,16.39,5,2.51,WI,415,398-2032,0
1,0,144.8,112.5,218.7,13.8,1,0,0,107,24.62,66,9.56,79,9.84,3,3.73,MS,415,408-4548,0
60,0,135.4,205.9,204,7.9,1,0,0,134,23.02,85,17.5,103,9.18,4,2.13,KY,408,334-5745,0
43,0,84.2,80.8,196.1,10.8,1,0,0,134,14.31,103,6.87,79,8.82,2,2.92,NC,415,334-8074,0
143,0,209.1,106.1,179.6,14,0,0,0,127,35.55,80,9.02,90,8.08,6,3.78,NV,415,350-0831,0
81,24,130.1,196,139.3,11.4,0,0,1,117,22.12,61,16.66,123,6.27,5,3.08,UT,415,407-8680,0
205,24,175.8,155,180.7,7.8,2,0,1,139,29.89,98,13.18,64,8.13,5,2.11,ME,510,413-4455,0
24,0,241.9,145.2,214.5,6.6,1,0,0,104,41.12,112,12.34,105,9.65,5,1.78,HI,415,343-1373,0
74,0,136.7,228.6,265.3,9.8,0,0,0,106,23.24,105,19.43,114,11.94,4,2.65,OH,415,336-3933,0
77,0,67.7,195.7,236.5,12,1,0,0,68,11.51,86,16.63,137,10.64,2,3.24,WV,510,355-8560,0
74,0,200.4,309.2,152.1,10,1,0,0,87,34.07,105,26.28,118,6.84,2,2.7,OK,415,366-0469,0
74,0,125.8,207.7,207.4,14.1,1,1,0,103,21.39,96,17.65,143,9.33,4,3.81,KY,510,368-5630,1
200,0,128.2,133.2,177.6,11.2,1,0,0,87,21.79,105,11.32,123,7.99,2,3.02,AL,408,408-1522,0
86,0,226.3,223,255.6,13,4,0,0,88,38.47,107,18.96,92,11.5,3,3.51,MD,408,329-6751,0
91,37,162.3,233.9,277.4,9.2,0,0,1,107,27.59,115,19.88,94,12.48,4,2.48,NE,510,334-4634,0
76,0,224.4,147.9,183.8,6.7,2,0,0,121,38.15,97,12.57,74,8.27,2,1.81,DC,415,337-2121,0
130,0,120.5,189.7,270.1,14.3,1,0,0,127,20.49,52,16.12,107,12.15,2,3.86,TX,415,396-1128,0
56,0,91.1,179.3,300.7,11.9,2,0,0,90,15.49,115,15.24,89,13.53,8,3.21,OH,408,349-3717,0
117,0,168.8,241.4,204.8,15.5,0,0,0,137,28.7,107,20.52,106,9.22,4,4.19,DE,415,417-6080,0
63,0,153.5,287.3,230.2,6.5,2,0,0,81,26.1,115,24.42,85,10.36,5,1.76,IA,510,402-2716,0
126,0,226.2,140.3,208.9,6.4,0,0,0,88,38.45,114,11.93,110,9.4,2,1.73,VT,415,403-2605,0
132,0,191.9,206.9,272,12.6,1,0,0,107,32.62,127,17.59,88,12.24,2,3.4,OR,510,353-8053,0
81,28,167.9,190.7,193,9.2,4,0,1,147,28.54,105,16.21,103,8.69,6,2.48,NV,415,399-4068,1
122,0,180,145,233.7,11.5,2,0,0,88,30.6,77,12.33,120,10.52,6,3.11,NC,415,366-0263,0
46,0,257.4,261.1,204.4,13.4,2,0,0,67,43.76,91,22.19,107,9.2,5,3.62,NJ,408,332-2785,1
150,28,174.4,169.9,201.6,11,1,0,1,75,29.65,80,14.44,130,9.07,4,2.97,MN,415,393-8451,0
99,0,159.7,155.4,255.7,8.4,1,0,0,83,27.15,121,13.21,114,11.51,3,2.27,ID,408,354-2658,0
87,0,237.2,222.6,173.3,11,1,0,0,124,40.32,87,18.92,81,7.8,3,2.97,AL,408,351-5513,0
108,0,103,242.3,170.2,7.9,1,0,0,129,17.51,103,20.6,89,7.66,3,2.13,AK,415,330-6174,0
101,0,153.8,234,196.3,11.6,4,0,0,89,26.15,89,19.89,77,8.83,2,3.13,VT,415,407-2962,0
53,0,205.1,160.5,149.5,10.7,3,0,0,86,34.87,95,13.64,142,6.73,2,2.89,PA,415,340-8387,0
132,39,175.7,187.2,225.5,8.6,2,0,1,93,29.87,94,15.91,118,10.15,3,2.32,AK,415,345-3792,0
158,0,155.9,224.2,221,8.6,2,0,0,123,26.5,112,19.06,116,9.95,8,2.32,CA,510,379-6400,0
114,34,154.4,221.4,208.5,10.3,0,0,1,109,26.25,142,18.82,103,9.38,5,2.78,MS,415,389-3308,0
77,23,209.7,183.6,205.5,7.1,2,0,1,73,35.65,63,15.61,111,9.25,3,1.92,AR,415,408-5736,0
144,0,150,285.9,190.6,9.4,0,1,0,69,25.5,73,24.3,121,8.58,15,2.54,NV,415,375-6006,0
91,23,232.4,186,190.5,12.3,3,0,1,97,39.51,88,15.81,128,8.57,3,3.32,AL,510,378-1213,0
58,0,165.4,115.7,193.8,12.8,2,0,0,100,28.12,87,9.83,118,8.72,5,3.46,GA,408,389-6478,0
5,0,199.2,187.3,214,13.3,3,0,0,106,33.86,12,15.92,85,9.63,3,3.59,AR,415,380-6141,0
97,0,217.6,320.5,150.7,4.2,0,0,0,81,36.99,51,27.24,110,6.78,3,1.13,MA,408,402-7729,0
107,0,212.1,150.1,219.8,7.7,3,0,0,95,36.06,88,12.76,111,9.89,2,2.08,NJ,415,354-0313,0
142,30,154,165.8,270,10.8,1,0,1,75,26.18,97,14.09,83,12.15,5,2.92,MO,415,417-8015,0
9,31,193.8,202.6,191.2,13.3,1,0,1,130,32.95,98,17.22,102,8.6,2,3.59,NY,408,353-9964,0
73,0,175.4,248.1,122.4,12.2,0,0,0,130,29.82,105,21.09,85,5.51,4,3.29,AZ,415,328-4170,0
48,22,152,258.8,263.2,15.7,2,0,1,63,25.84,131,22,109,11.84,5,4.24,NJ,510,408-1318,1
43,0,230.2,186.7,128.4,9.2,0,0,0,147,39.13,121,15.87,100,5.78,3,2.48,WV,408,417-3222,0
122,33,174.9,248.2,164.6,13.5,1,0,1,103,29.73,105,21.1,116,7.41,3,3.65,NM,408,370-7050,1
93,0,190.2,262.2,130,8.8,0,0,0,68,32.33,64,22.29,92,5.85,4,2.38,SC,415,372-6218,0
85,0,176.4,224.9,219.6,11.5,1,0,0,122,29.99,123,19.12,50,9.88,1,3.11,VT,415,334-9922,0
59,0,160.9,251.2,273.4,5,3,0,0,95,27.35,65,21.35,97,12.3,5,1.35,TN,415,399-8699,0
87,0,228.7,163,154.1,11.8,1,0,0,90,38.88,99,13.86,90,6.93,3,3.19,LA,415,392-6334,0
137,0,144,181.6,128.1,12.3,0,0,0,90,24.48,100,15.44,93,5.76,2,3.32,OH,408,328-5829,0
21,31,135.9,271,179.1,9.5,6,0,1,90,23.1,84,23.04,89,8.06,7,2.57,OR,510,383-9937,0
129,0,334.3,192.1,191,10.4,0,0,0,118,56.83,104,16.33,83,8.59,6,2.81,DE,510,332-4415,1
104,0,130.5,131.2,264.7,13,0,0,0,77,22.19,117,11.15,63,11.91,6,3.51,KY,415,330-9631,0
93,21,134.2,162.5,186.6,11.8,4,0,1,105,22.81,128,13.81,90,8.4,2,3.19,GA,408,413-3777,1
63,0,278,266.4,224.1,13.1,4,0,0,102,47.26,114,22.64,118,10.08,4,3.54,VT,415,394-6235,1
161,0,105.4,214.8,223.6,7.8,0,0,0,70,17.92,122,18.26,126,10.06,5,2.11,OR,415,353-0075,0
50,0,188.9,203.9,151.8,11.6,3,0,0,94,32.11,104,17.33,124,6.83,8,3.13,TX,510,395-7318,0
103,24,111.8,239.6,268.3,6.9,1,0,1,85,19.01,102,20.37,81,12.07,4,1.86,MO,408,372-8963,0
84,33,159.1,149.8,213.4,13,1,0,1,106,27.05,101,12.73,108,9.6,18,3.51,ND,415,400-8417,0
92,0,212.4,224.6,221.3,9,1,0,0,105,36.11,118,19.09,105,9.96,4,2.43,MN,510,344-0776,0
77,0,142.3,306.3,196.5,9.9,1,0,0,112,24.19,111,26.04,82,8.84,1,2.67,NV,415,378-2008,0
64,0,346.8,249.5,275.4,13.3,1,1,0,55,58.96,79,21.21,102,12.39,9,3.59,NY,415,345-7311,1
159,15,113.9,145.3,195.2,11.8,1,0,1,102,19.36,146,12.35,137,8.78,9,3.19,FL,415,340-4330,0
110,27,267.9,263.3,178.1,8.3,1,1,1,103,45.54,74,22.38,106,8.01,2,2.24,KS,415,369-8753,1
138,0,171.4,115.2,224.5,17,3,0,0,117,29.14,128,9.79,115,10.1,4,4.59,NV,510,395-1735,0
178,0,275.4,187.5,147.1,13.6,1,0,0,150,46.82,62,15.94,126,6.62,3,3.67,NV,408,359-4858,0
38,31,197.2,249.9,298.9,3.9,0,0,1,118,33.52,70,21.24,104,13.45,2,1.05,SC,415,375-5570,0
50,35,192.6,135.2,216.2,7.9,2,0,1,97,32.74,101,11.49,101,9.73,2,2.13,MI,415,361-2236,0
45,26,91.7,150.6,63.3,7.7,1,0,1,104,15.59,119,12.8,103,2.85,5,2.08,MI,510,375-0415,0
70,0,126.3,141.6,255.9,9.6,0,0,0,99,21.47,106,12.04,96,11.52,2,2.59,TN,510,395-1585,0
147,33,251.5,234.1,213.4,10.4,3,0,1,107,42.76,110,19.9,87,9.6,6,2.81,NY,510,421-1121,0
94,0,190.6,152.3,144.7,7.5,1,0,0,108,32.4,95,12.95,97,6.51,5,2.03,NV,510,379-2202,0
179,0,116.1,201.8,181.9,11.6,0,0,0,101,19.74,99,17.15,103,8.19,5,3.13,IL,510,348-2398,0
116,0,217.3,216.1,148.1,11.3,2,0,0,91,36.94,95,18.37,76,6.66,3,3.05,MS,415,417-9338,0
59,0,179.4,232.5,175.8,14.7,0,0,0,80,30.5,99,19.76,105,7.91,3,3.97,ND,510,351-5362,0
165,0,207.7,164.8,54.5,7.9,0,0,0,109,35.31,94,14.01,91,2.45,3,2.13,NC,415,330-5385,0
133,0,277.3,228.4,117.3,12.8,2,0,0,138,47.14,117,19.41,103,5.28,4,3.46,MI,408,387-5966,1
140,0,125.3,167.6,260.6,8.4,1,0,0,84,21.3,121,14.25,94,11.73,4,2.27,TN,415,372-6606,0
93,32,138.1,167.3,238.9,6.8,2,0,1,91,23.48,72,14.22,115,10.75,3,1.84,VT,408,408-9256,0
52,38,169.3,225.9,172,8.2,0,0,1,88,28.78,97,19.2,86,7.74,3,2.21,OK,510,412-6489,0
64,27,201.3,143.8,150.2,12.3,1,0,1,101,34.22,89,12.22,127,6.76,3,3.32,DE,415,402-8650,0
12,0,216.7,116.5,220,9.8,2,1,0,117,36.84,126,9.9,110,9.9,4,2.65,ND,510,379-7696,0
48,0,190.4,317.5,133.4,8.3,2,0,0,92,32.37,85,26.99,113,6,4,2.24,OR,415,405-9055,0
181,0,143.3,195.5,223.3,6,1,0,0,91,24.36,58,16.62,95,10.05,7,1.62,NY,408,340-0853,0
168,42,97.4,203.6,173.9,11.4,2,0,1,57,16.56,98,17.31,124,7.83,2,3.08,MO,415,339-8512,0
155,0,181.4,167.7,168.5,11.3,3,0,0,111,30.84,92,14.25,122,7.58,3,3.05,FL,415,343-8274,0
105,0,246.4,256.2,169,3.8,0,0,0,83,41.89,101,21.78,151,7.61,4,1.03,ND,510,345-5819,0
11,0,143.4,289.4,194,9.7,2,0,0,130,24.38,50,24.6,100,8.73,6,2.62,NY,415,401-5123,0
182,0,104.9,198.5,258.2,8,2,0,0,111,17.83,120,16.87,91,11.62,5,2.16,ND,415,400-8233,0
104,0,156.2,193,222.7,13.1,1,0,0,93,26.55,54,16.41,94,10.02,5,3.54,NY,415,338-3218,0
102,0,114.8,81.9,304.3,12,0,0,0,125,19.52,126,6.96,101,13.69,4,3.24,OH,415,342-4469,0
122,0,232.5,205.5,213.7,11.9,0,0,0,96,39.53,120,17.47,91,9.62,2,3.21,AL,415,336-0103,0
41,0,143.6,152.4,194.4,8.6,1,0,0,117,24.41,108,12.95,110,8.75,3,2.32,SC,415,332-4569,0
132,0,176.7,244.1,176.3,9.1,2,0,0,132,30.04,80,20.75,120,7.93,4,2.46,GA,415,418-3645,0
76,0,263.4,230.3,170.6,11.4,1,0,0,148,44.78,69,19.58,101,7.68,5,3.08,WY,415,408-7305,1
13,0,146.4,148.5,216.7,11.3,1,0,0,74,24.89,92,12.62,96,9.75,3,3.05,WV,415,334-8497,0
115,33,145,194.5,242.3,14.2,2,0,1,72,24.65,157,16.53,138,10.9,3,3.83,HI,415,336-7328,0
67,0,167.8,167.7,110.3,8.4,1,0,0,91,28.53,69,14.25,71,4.96,12,2.27,WV,408,406-9234,0
154,0,166.9,154.9,189.4,7.2,0,0,0,99,28.37,97,13.17,89,8.52,5,1.94,LA,510,388-2013,0
100,0,142.5,195.7,122.1,7.8,2,0,0,87,24.23,88,16.63,117,5.49,8,2.11,AR,510,363-6105,0
146,0,133,262.8,214.3,11.2,1,1,0,65,22.61,93,22.34,128,9.64,3,3.02,AK,510,383-2370,0
148,11,252.9,284.3,262.8,12.3,1,0,1,129,42.99,88,24.17,99,11.83,1,3.32,DC,415,378-2518,0
67,28,95,291.2,159.6,10,2,0,1,94,16.15,73,24.75,114,7.18,2,2.7,AL,415,338-0763,0
161,0,194.2,249.4,254.9,12.9,1,1,0,106,33.01,105,21.2,129,11.47,1,3.48,UT,510,329-0794,1
70,0,222.8,215.9,223.5,0,1,0,0,114,37.88,113,18.35,122,10.06,0,0,KS,415,369-4364,0
116,0,201.8,231.5,226.1,16.5,0,0,0,82,34.31,95,19.68,130,10.17,5,4.46,MN,510,337-0379,0
99,42,216,232.3,215.5,9.3,2,0,1,125,36.72,104,19.75,100,9.7,4,2.51,VA,415,400-3998,1
87,0,146.3,171.8,167.5,5.3,1,0,0,108,24.87,102,14.6,66,7.54,9,1.43,UT,415,411-1483,0
87,0,234.8,140.9,204.3,9.5,1,0,0,85,39.92,91,11.98,93,9.19,5,2.57,IN,510,384-7301,0
70,0,198.6,213.9,171.2,10.6,2,0,0,111,33.76,115,18.18,105,7.7,6,2.86,CT,408,339-2510,0
131,0,94.4,215.1,179.7,13.1,2,0,0,80,16.05,101,18.28,108,8.09,9,3.54,DE,408,388-5976,0
119,0,190.4,215.6,161.2,10,2,0,0,74,32.37,113,18.33,111,7.25,1,2.7,VT,510,403-4711,0
119,32,142.6,208.2,171,12,3,0,1,77,24.24,126,17.7,102,7.69,2,3.24,MO,408,390-4987,0
87,0,134.2,165,173.1,10.7,0,1,0,80,22.81,71,14.03,102,7.79,5,2.89,RI,510,421-6302,0
112,0,111.9,114,146.8,14.1,5,0,0,92,19.02,143,9.69,79,6.61,3,3.81,CA,415,338-7167,1
75,0,122.8,211.3,261.4,10.7,2,0,0,89,20.88,104,17.96,91,11.76,2,2.89,RI,415,333-1016,0
150,0,189.3,220.9,238.7,9.2,4,0,0,77,32.18,105,18.78,117,10.74,5,2.48,CT,510,411-7511,0
161,38,240.4,201.8,206.1,16.1,0,0,1,112,40.87,102,17.15,112,9.27,6,4.35,IN,510,381-5431,0
91,24,93.5,183.4,240.7,9.9,0,1,1,112,15.9,128,15.59,133,10.83,3,2.67,FL,510,387-6781,0
124,0,158.6,211.2,179.3,10.2,3,0,0,104,26.96,77,17.95,104,8.07,8,2.75,KS,415,371-7052,0
94,0,243.2,147,94.9,7.2,4,1,0,109,41.34,88,12.5,99,4.27,4,1.94,NY,510,417-9343,0
217,0,176.4,158.8,306.6,9.3,4,0,0,115,29.99,128,13.5,107,13.8,3,2.51,TX,408,385-6500,0
158,0,220.9,242.2,233.3,6.4,0,0,0,129,37.55,108,20.59,75,10.5,5,1.73,RI,510,365-0124,0
102,0,144.4,266.5,217.6,7.1,0,0,0,87,24.55,128,22.65,59,9.79,7,1.92,NV,415,373-7655,0
85,0,212.3,228.4,163.3,7.7,0,0,0,107,36.09,103,19.41,116,7.35,3,2.08,UT,510,327-6806,0
79,0,147,165.7,243.2,8.4,1,0,0,72,24.99,102,14.08,107,10.94,9,2.27,OK,510,381-5189,0
139,25,96.2,178.9,182.1,12.9,2,0,1,112,16.35,70,15.21,84,8.19,10,3.48,MN,510,357-7812,0
103,0,263.4,179.1,214.7,10.3,0,0,0,118,44.78,69,15.22,112,9.66,2,2.78,NC,415,396-8920,0
98,0,12.5,256.6,169.4,7.7,1,1,0,67,2.13,90,21.81,88,7.62,9,2.08,OR,415,378-6086,0
78,0,162.3,192.4,240.6,10.1,2,0,0,116,27.59,86,16.35,100,10.83,3,2.73,NH,408,353-4761,0
50,0,183.6,58.6,202.6,8.7,1,0,0,107,31.21,118,4.98,99,9.12,3,2.35,AK,408,362-3941,0
161,0,178.1,146.5,137.6,8.5,1,0,0,109,30.28,86,12.45,78,6.19,2,2.3,OR,415,362-2329,0
67,0,201.4,97.6,202.5,7,0,0,0,101,34.24,122,8.3,119,9.11,3,1.89,KS,408,383-7896,0
86,38,123,133.9,138.2,13.3,1,0,1,158,20.91,119,11.38,103,6.22,4,3.59,WV,415,332-6425,0
92,0,208,198.9,76.4,8.6,0,0,0,125,35.36,76,16.91,97,3.44,6,2.32,GA,510,375-6091,0
174,0,239.2,188.5,105.6,8.8,1,0,0,72,40.66,124,16.02,116,4.75,3,2.38,NM,415,340-3667,0
124,0,193,89.8,172.8,15.3,1,0,0,97,32.81,99,7.63,104,7.78,3,4.13,OH,510,362-5372,0
132,31,174.5,245.6,172.8,10.3,1,0,1,101,29.67,105,20.88,76,7.78,9,2.78,ND,415,336-0162,0
190,26,116.7,145.9,175.1,9.9,1,0,1,71,19.84,88,12.4,103,7.88,3,2.67,RI,415,361-5573,0
101,0,93.8,150,241.1,10.7,1,0,0,127,15.95,104,12.75,116,10.85,2,2.89,HI,510,342-1633,0
185,30,154.1,118.7,258.4,12.9,2,1,1,114,26.2,106,10.09,105,11.63,3,3.48,WY,415,405-6917,0
68,29,239.5,203.8,167.8,9.9,0,0,1,82,40.72,105,17.32,70,7.55,6,2.67,NY,415,349-3304,0
117,25,216,224.1,267.9,11.8,0,0,1,140,36.72,69,19.05,112,12.06,4,3.19,KS,510,385-1545,0
118,0,187.4,177.8,233.4,12.2,1,0,0,97,31.86,89,15.11,97,10.5,6,3.29,LA,408,405-2530,0
124,0,167.4,233.2,109.6,10.3,0,0,0,119,28.46,143,19.82,115,4.93,5,2.78,PA,415,396-1102,0
22,0,160.4,218.1,192.9,12.5,1,0,0,108,27.27,88,18.54,115,8.68,4,3.38,NV,510,393-7042,0
75,0,143.2,209.1,173,11.9,1,0,0,92,24.34,142,17.77,96,7.79,9,3.21,MN,415,379-8503,0
134,0,205.3,240.5,179.1,5,1,0,0,122,34.9,155,20.44,107,8.06,9,1.35,PA,408,408-9870,0
164,25,219.1,151.5,50.1,14.3,1,0,1,88,37.25,99,12.88,60,2.25,6,3.86,MO,408,400-0788,0
44,0,143.2,169.8,215.8,7.6,1,0,0,77,24.34,114,14.43,77,9.71,4,2.05,NY,510,407-0609,0
177,0,232.8,175.2,212.2,12.5,2,0,0,106,39.58,97,14.89,77,9.55,7,3.38,ME,415,406-9459,0
110,0,162,247.5,155.5,8.9,0,0,0,81,27.54,89,21.04,99,7,8,2.4,NH,408,358-0272,0
53,27,25.9,206.5,228.1,6.5,1,0,1,119,4.4,96,17.55,64,10.26,7,1.76,WY,415,337-5481,0
108,0,154.2,112.3,246.4,15.4,4,0,0,123,26.21,86,9.55,75,11.09,4,4.16,NY,415,344-4704,1
80,0,322.3,222,162.8,6.7,0,0,0,113,54.79,95,18.87,123,7.33,8,1.81,ME,408,333-7751,1
158,0,209.9,221.3,210,8.2,1,0,0,112,35.68,82,18.81,93,9.45,3,2.21,MN,408,372-9697,0
114,0,191.5,175.2,220.3,0,0,0,0,88,32.56,78,14.89,118,9.91,0,0,OH,415,363-2518,0
64,19,291.1,226.7,219.1,7.5,1,0,1,150,49.49,123,19.27,67,9.86,2,2.03,NC,408,387-8265,0
88,0,215.6,216.2,171.3,11.8,3,0,0,115,36.65,85,18.38,65,7.71,1,3.19,SD,415,397-1053,0
82,0,208.8,213.7,175.1,12.4,3,1,0,101,35.5,87,18.16,86,7.88,6,3.35,UT,510,406-7260,0
111,0,255.9,204.1,171.3,12.3,3,0,0,97,43.5,129,17.35,84,7.71,5,3.32,KY,415,376-1162,0
60,0,252.7,221.1,109.9,12.4,2,0,0,97,42.96,121,18.79,100,4.95,4,3.35,MT,408,360-9840,0
113,0,132.1,247.5,246.2,6.9,3,0,0,72,22.46,107,21.04,123,11.08,6,1.86,NJ,408,421-9455,0
109,0,217,207,268,8.2,1,0,0,115,36.89,142,17.6,106,12.06,4,2.21,FL,408,371-2498,0
105,42,101.9,223.1,241.6,12.9,0,0,1,79,17.32,97,18.96,77,10.87,2,3.48,IN,510,337-3828,0
85,0,211.5,184.6,164.3,13.3,2,0,0,100,35.96,88,15.69,131,7.39,4,3.59,DE,510,420-2180,0
131,0,153.4,198.5,164.4,10.4,0,0,0,86,26.08,81,16.87,83,7.4,3,2.81,AL,510,366-1780,0
59,0,166.3,239.3,123.2,10,2,0,0,95,28.27,87,20.34,108,5.54,3,2.7,ME,510,398-3331,0
148,0,185.2,170.4,165.1,9.5,1,0,0,87,31.48,96,14.48,104,7.43,13,2.57,SD,408,388-0629,0
210,0,104.6,149.5,255.1,6.5,2,0,0,121,17.78,71,12.71,67,11.48,8,1.76,VA,408,360-6360,0
115,0,245.2,159,229.9,7.2,0,0,0,105,41.68,109,13.52,74,10.35,8,1.94,AK,415,333-8363,0
106,0,274.4,198.6,160.8,6,1,0,0,120,46.65,82,16.88,62,7.24,3,1.62,ID,510,383-3334,0
93,0,98.4,249.6,248.2,14.2,1,0,0,78,16.73,129,21.22,114,11.17,4,3.83,RI,415,406-4026,0
57,29,279.9,223.1,251.7,13,1,0,1,121,47.58,109,18.96,94,11.33,2,3.51,KY,415,344-1370,0
98,0,187.2,195.6,181.8,5.1,1,0,0,127,31.82,88,16.63,129,8.18,4,1.38,ND,510,347-9100,0
157,0,276.2,165.8,151.6,2.2,3,0,0,95,46.95,119,14.09,79,6.82,4,0.59,HI,415,333-7745,0
116,35,200.4,272.8,214.5,8.3,1,0,1,104,34.07,89,23.19,100,9.65,4,2.24,WI,415,364-3980,0
30,0,162.3,244,180.1,9.1,2,0,0,96,27.59,122,20.74,89,8.1,4,2.46,WV,510,411-2874,0
111,0,176.9,102.8,213.7,10.5,4,0,0,128,30.07,56,8.74,84,9.62,2,2.84,NJ,510,332-1421,1
52,0,165.5,205.5,213.6,12.2,0,0,0,78,28.14,89,17.47,124,9.61,6,3.29,KS,415,413-4786,0
72,0,217.8,189.7,182.6,10.4,4,0,0,93,37.03,113,16.12,91,8.22,5,2.81,AL,415,343-6996,0
135,28,201.4,246.5,154.8,12.9,2,0,1,100,34.24,117,20.95,131,6.97,4,3.48,NJ,510,401-5528,1
86,0,190.5,179.6,258.5,10.1,3,0,0,115,32.39,130,15.27,89,11.63,5,2.73,NC,510,391-4873,0
98,29,179.9,189.2,164.3,12.8,3,0,1,97,30.58,89,16.08,76,7.39,7,3.46,DE,415,327-2023,0
151,0,235.9,80.6,212.8,5.8,3,0,0,104,40.1,91,6.85,116,9.58,2,1.57,WY,510,381-5431,0
118,0,140.4,187.1,207.9,7.9,0,0,0,112,23.87,60,15.9,155,9.36,1,2.13,ID,415,335-1061,0
117,0,144.6,258.8,253.2,7.4,2,0,0,115,24.58,66,22,113,11.39,9,2,NY,415,415-3897,0
55,0,189,118.5,248.1,17.1,0,0,0,100,32.13,99,10.07,87,11.16,6,4.62,MO,510,362-4870,0
82,0,101,155.6,304.4,13.3,0,0,0,93,17.17,104,13.23,93,13.7,2,3.59,ID,408,352-2167,0
152,0,206.3,292.8,43.7,10.6,1,0,0,98,35.07,82,24.89,121,1.97,4,2.86,IA,415,387-2439,0
108,15,165.1,267,250.7,10.9,1,0,1,85,28.07,93,22.7,114,11.28,4,2.94,TN,408,352-1014,0
98,0,165,202.6,172.3,12.5,1,0,0,129,28.05,113,17.22,94,7.75,7,3.38,OH,408,368-8721,1
130,0,155.9,256.1,262.9,11.7,3,0,0,95,26.5,97,21.77,103,11.83,3,3.16,IL,415,403-4599,0
136,0,199.2,214.7,150.9,11.8,1,1,0,122,33.86,114,18.25,105,6.79,7,3.19,FL,408,397-1179,0
47,0,155.3,188.2,247,12.3,3,0,0,116,26.4,85,16,73,11.12,4,3.32,MA,415,411-5088,0
189,0,208.3,236.7,179.1,11.3,3,0,0,106,35.41,123,20.12,120,8.06,5,3.05,OK,415,383-2279,0
107,0,157.1,162.6,150,12.1,1,0,0,79,26.71,124,13.82,138,6.75,6,3.27,KY,415,330-1399,0
91,0,154.4,168.3,239.9,11.7,5,0,0,165,26.25,121,14.31,81,10.8,4,3.16,MI,415,390-9900,1
159,0,189.1,246.1,242,10.4,1,0,0,105,32.15,147,20.92,106,10.89,5,2.81,NE,415,362-1730,1
11,24,131.5,230.2,283.7,10,2,0,1,98,22.36,111,19.57,87,12.77,3,2.7,VA,408,358-5601,0
167,0,166.4,243.2,229.2,9.9,1,0,0,85,28.29,135,20.67,95,10.31,5,2.67,NY,415,409-5359,0
111,0,142.3,122.8,229.5,12.8,2,0,0,75,24.19,106,10.44,94,10.33,9,3.46,MT,408,400-9196,0
99,19,87.7,223,182.3,7.3,2,0,1,103,14.91,86,18.96,112,8.2,4,1.97,VT,408,389-1113,0
159,19,184.1,194.5,225.6,16.9,0,0,1,78,31.3,71,16.53,101,10.15,3,4.56,KS,415,415-2998,0
114,31,174.5,224.2,116.3,12.3,2,1,1,104,29.67,92,19.06,91,5.23,10,3.32,VA,415,377-8684,0
71,0,103.3,138.5,164.8,9,2,0,0,103,17.56,79,11.77,98,7.42,2,2.43,AL,415,362-0501,0
122,0,35.1,180.8,251.6,12.7,1,0,0,62,5.97,89,15.37,58,11.32,2,3.43,PA,415,361-3543,0
100,25,246.6,141.4,189.8,13,1,0,1,94,41.92,112,12.02,109,8.54,5,3.51,AL,408,333-0221,0
83,37,78.5,210.5,179.7,11.8,1,0,1,109,13.35,101,17.89,102,8.09,4,3.19,WV,415,341-3103,0
64,0,148.1,164.9,216,12.3,5,0,0,73,25.18,101,14.02,125,9.72,2,3.32,NV,408,350-3105,1
